File,Display name,SHA256,Width,Height,Action,Client ID,Cloudinary public ID,Review exception
Tiny_Dragon_Games.jpg,Tiny Dragon Games,eb2561f9fab3ae61484b1113f5cc5552e14eb7dc8c564fbb88e811a128e36efb,200,32,new,client-renaissance-tiny-dragon-games-en,renaissance/clients/v4/tiny-dragon-games-eb2561f9fab3,
Trailmark_Games.jpg,Trailmark Games,7962c0d5c00666167c683fe6d5877f31ced50e5564dc43b8a4cecb41c3f9a802,200,40,new,client-renaissance-trailmark-games-en,renaissance/clients/v4/trailmark-games-7962c0d5c006,
Typhoon.jpg,Typhoon,37aaf7e64a9d435999efacce821255258bf82f04c9000da57500355d9efd64bc,200,200,new,client-renaissance-typhoon-en,renaissance/clients/v4/typhoon-37aaf7e64a9d,
U_I_Entertainment.jpg,U I Entertainment,e4622bd5da3394f95747332c16789475555b923e7b9df9655e63efc5477ea989,200,180,new,client-renaissance-u-i-entertainment-en,renaissance/clients/v4/u-i-entertainment-e4622bd5da33,
Uncapped_Games.jpg,Uncapped Games,e0fa382792956a3f7453c9a645534e75ea440c194c40b560fca03868e83c623d,200,94,new,client-renaissance-uncapped-games-en,renaissance/clients/v4/uncapped-games-e0fa38279295,
Untold_Games.jpg,Untold Games,345766e3e51853fbeaacebca7fb21d6161556ada8d8388c5603168505771f192,200,200,new,client-renaissance-untold-games-en,renaissance/clients/v4/untold-games-345766e3e518,
VAULTN.jpg,VAULTN,da1c82dc41636e7df82fe59d0bc866cd9e879911afbb7a057d64e3fdef551ca5,200,50,new,client-renaissance-vaultn-en,renaissance/clients/v4/vaultn-da1c82dc4163,
Wild_River.jpg,Wild River,10e7a9ad8f7ed5f285901d0dba3ccf4d9ef8e413ae3d621818a5b78980830ee2,200,200,new,client-renaissance-wild-river-en,renaissance/clients/v4/wild-river-10e7a9ad8f7e,
Wired.jpg,Wired,0c8ed3d32e6f05227c905c15a2bfafd656a98953c4a8bccea885ea5bc842c3a4,200,200,held,,,Supplied artwork is a photograph/graphic; verify intended logo.
Yummy_Games.jpg,Yummy Games,5d3970b6394339852fa35b95325069248cdc833f04e48154aa480459d9825714,200,133,new,client-renaissance-yummy-games-en,renaissance/clients/v4/yummy-games-5d3970b63943,
gamescom.jpg,gamescom,0458c252d6f20c27e1d899e7bf7fee521052d32dff8318c861b13093e0a16a91,200,50,new,client-renaissance-gamescom-en,renaissance/clients/v4/gamescom-0458c252d6f2,
